One group  442
-2.82743 -1.88496 27.0072 
-2.82743 -1.5708 20.3841 
-2.82743 -1.25664 13.7609 
-2.82743 -0.942478 7.78602 
-2.82743 -0.628319 3.04434 
-2.82743 -0.314159 0 
-2.82743 0 -1.04901 
-2.82743 0.314159 0 
-2.82743 0.628319 3.04434 
-2.82743 0.942478 7.78602 
-2.82743 1.25664 13.7609 
-2.82743 1.5708 20.3841 
-2.82743 1.88496 27.0072 
-2.82743 2.19911 32.9821 
-2.82743 2.51327 37.7238 
-2.82743 2.82743 40.7681 
-2.82743 3.14159 41.8171 
-2.51327 -3.14159 38.7728 
-2.51327 -2.82743 37.7238 
-2.51327 -2.51327 34.6794 
-2.51327 -2.19911 29.9378 
-2.51327 -1.88496 23.9629 
-2.51327 -1.5708 17.3397 
-2.51327 -1.25664 10.7165 
-2.51327 -0.942478 4.74168 
-2.51327 -0.628319 -3.55271e-15 
-2.51327 -0.314159 -3.04434 
-2.51327 0 -4.09335 
-2.51327 0.314159 -3.04434 
-2.51327 0.628319 -3.55271e-15 
-2.51327 0.942478 4.74168 
-2.51327 1.25664 10.7165 
-2.51327 1.5708 17.3397 
-2.51327 1.88496 23.9629 
-2.51327 2.19911 29.9378 
-2.51327 2.51327 34.6794 
-2.51327 2.82743 37.7238 
-2.51327 3.14159 38.7728 
-2.19911 -3.14159 34.0311 
-2.19911 -2.82743 32.9821 
-2.19911 -2.51327 29.9378 
-2.19911 -2.19911 25.1961 
-2.19911 -1.88496 19.2212 
-2.19911 -1.5708 12.598 
-2.19911 -1.25664 5.97486 
-2.19911 -0.942478 -1.77636e-15 
-2.19911 -0.628319 -4.74168 
-2.19911 -0.314159 -7.78602 
-2.19911 0 -8.83503 
-2.19911 0.314159 -7.78602 
-2.19911 0.628319 -4.74168 
-2.19911 0.942478 -1.77636e-15 
-2.19911 1.25664 5.97486 
-2.19911 1.5708 12.598 
-2.19911 1.88496 19.2212 
-2.19911 2.19911 25.1961 
-2.19911 2.51327 29.9378 
-2.19911 2.82743 32.9821 
-2.19911 3.14159 34.0311 
-1.88496 -3.14159 28.0563 
-1.88496 -2.82743 27.0072 
-1.88496 -2.51327 23.9629 
-1.88496 -2.19911 19.2212 
-1.88496 -1.88496 13.2464 
-1.88496 -1.5708 6.62318 
-1.88496 -1.25664 -1.77636e-15 
-1.88496 -0.942478 -5.97486 
-1.88496 -0.628319 -10.7165 
-1.88496 -0.314159 -13.7609 
-1.88496 0 -14.8099 
-1.88496 0.314159 -13.7609 
-1.88496 0.628319 -10.7165 
-1.88496 0.942478 -5.97486 
-1.88496 1.25664 -1.77636e-15 
-1.88496 1.5708 6.62318 
-1.88496 1.88496 13.2464 
-1.88496 2.19911 19.2212 
-1.88496 2.51327 23.9629 
-1.88496 2.82743 27.0072 
-1.88496 3.14159 28.0563 
-1.5708 -3.14159 21.4331 
-1.5708 -2.82743 20.3841 
-1.5708 -2.51327 17.3397 
-1.5708 -2.19911 12.598 
-1.5708 -1.88496 6.62318 
-1.5708 -1.5708 -2.62479e-15 
-1.5708 -1.25664 -6.62318 
-1.5708 -0.942478 -12.598 
-1.5708 -0.628319 -17.3397 
-1.5708 -0.314159 -20.3841 
-1.5708 0 -21.4331 
-1.5708 0.314159 -20.3841 
-1.5708 0.628319 -17.3397 
-1.5708 0.942478 -12.598 
-1.5708 1.25664 -6.62318 
-1.5708 1.5708 -2.62479e-15 
-1.5708 1.88496 6.62318 
-1.5708 2.19911 12.598 
-1.5708 2.51327 17.3397 
-1.5708 2.82743 20.3841 
-1.5708 3.14159 21.4331 
-1.25664 -3.14159 14.8099 
-1.25664 -2.82743 13.7609 
-1.25664 -2.51327 10.7165 
-1.25664 -2.19911 5.97486 
-1.25664 -1.88496 -1.77636e-15 
-1.25664 -1.5708 -6.62318 
-1.25664 -1.25664 -13.2464 
-1.25664 -0.942478 -19.2212 
-1.25664 -0.628319 -23.9629 
-1.25664 -0.314159 -27.0072 
-1.25664 0 -28.0563 
-1.25664 0.314159 -27.0072 
-1.25664 0.628319 -23.9629 
-1.25664 0.942478 -19.2212 
-1.25664 1.25664 -13.2464 
-1.25664 1.5708 -6.62318 
-1.25664 1.88496 -1.77636e-15 
-1.25664 2.19911 5.97486 
-1.25664 2.51327 10.7165 
-1.25664 2.82743 13.7609 
-1.25664 3.14159 14.8099 
-0.942478 -3.14159 8.83503 
-0.942478 -2.82743 7.78602 
-0.942478 -2.51327 4.74168 
-0.942478 -2.19911 -1.77636e-15 
-0.942478 -1.88496 -5.97486 
-0.942478 -1.5708 -12.598 
-0.942478 -1.25664 -19.2212 
-0.942478 -0.942478 -25.1961 
-0.942478 -0.628319 -29.9378 
-0.942478 -0.314159 -32.9821 
-0.942478 0 -34.0311 
-0.942478 0.314159 -32.9821 
-0.942478 0.628319 -29.9378 
-0.942478 0.942478 -25.1961 
-0.942478 1.25664 -19.2212 
-0.942478 1.5708 -12.598 
-0.942478 1.88496 -5.97486 
-0.942478 2.19911 -1.77636e-15 
-0.942478 2.51327 4.74168 
-0.942478 2.82743 7.78602 
-0.942478 3.14159 8.83503 
-0.628319 -3.14159 4.09335 
-0.628319 -2.82743 3.04434 
-0.628319 -2.51327 -3.55271e-15 
-0.628319 -2.19911 -4.74168 
-0.628319 -1.88496 -10.7165 
-0.628319 -1.5708 -17.3397 
-0.628319 -1.25664 -23.9629 
-0.628319 -0.942478 -29.9378 
-0.628319 -0.628319 -34.6794 
-0.628319 -0.314159 -37.7238 
-0.628319 0 -38.7728 
-0.628319 0.314159 -37.7238 
-0.628319 0.628319 -34.6794 
-0.628319 0.942478 -29.9378 
-0.628319 1.25664 -23.9629 
-0.628319 1.5708 -17.3397 
-0.628319 1.88496 -10.7165 
-0.628319 2.19911 -4.74168 
-0.628319 2.51327 -3.55271e-15 
-0.628319 2.82743 3.04434 
-0.628319 3.14159 4.09335 
-0.314159 -3.14159 1.04901 
-0.314159 -2.82743 0 
-0.314159 -2.51327 -3.04434 
-0.314159 -2.19911 -7.78602 
-0.314159 -1.88496 -13.7609 
-0.314159 -1.5708 -20.3841 
-0.314159 -1.25664 -27.0072 
-0.314159 -0.942478 -32.9821 
-0.314159 -0.628319 -37.7238 
-0.314159 -0.314159 -40.7681 
-0.314159 0 -41.8171 
-0.314159 0.314159 -40.7681 
-0.314159 0.628319 -37.7238 
-0.314159 0.942478 -32.9821 
-0.314159 1.25664 -27.0072 
-0.314159 1.5708 -20.3841 
-0.314159 1.88496 -13.7609 
-0.314159 2.19911 -7.78602 
-0.314159 2.51327 -3.04434 
-0.314159 2.82743 0 
-0.314159 3.14159 1.04901 
0 -3.14159 0 
0 -2.82743 -1.04901 
0 -2.51327 -4.09335 
0 -2.19911 -8.83503 
0 -1.88496 -14.8099 
0 -1.5708 -21.4331 
0 -1.25664 -28.0563 
0 -0.942478 -34.0311 
0 -0.628319 -38.7728 
0 -0.314159 -41.8171 
0 0 -42.8661 
0 0.314159 -41.8171 
0 0.628319 -38.7728 
0 0.942478 -34.0311 
0 1.25664 -28.0563 
0 1.5708 -21.4331 
0 1.88496 -14.8099 
0 2.19911 -8.83503 
0 2.51327 -4.09335 
0 2.82743 -1.04901 
0 3.14159 0 
0.314159 -3.14159 1.04901 
0.314159 -2.82743 0 
0.314159 -2.51327 -3.04434 
0.314159 -2.19911 -7.78602 
0.314159 -1.88496 -13.7609 
0.314159 -1.5708 -20.3841 
0.314159 -1.25664 -27.0072 
0.314159 -0.942478 -32.9821 
0.314159 -0.628319 -37.7238 
0.314159 -0.314159 -40.7681 
0.314159 0 -41.8171 
0.314159 0.314159 -40.7681 
0.314159 0.628319 -37.7238 
0.314159 0.942478 -32.9821 
0.314159 1.25664 -27.0072 
0.314159 1.5708 -20.3841 
0.314159 1.88496 -13.7609 
0.314159 2.19911 -7.78602 
0.314159 2.51327 -3.04434 
0.314159 2.82743 0 
0.314159 3.14159 1.04901 
0.628319 -3.14159 4.09335 
0.628319 -2.82743 3.04434 
0.628319 -2.51327 -3.55271e-15 
0.628319 -2.19911 -4.74168 
0.628319 -1.88496 -10.7165 
0.628319 -1.5708 -17.3397 
0.628319 -1.25664 -23.9629 
0.628319 -0.942478 -29.9378 
0.628319 -0.628319 -34.6794 
0.628319 -0.314159 -37.7238 
0.628319 0 -38.7728 
0.628319 0.314159 -37.7238 
0.628319 0.628319 -34.6794 
0.628319 0.942478 -29.9378 
0.628319 1.25664 -23.9629 
0.628319 1.5708 -17.3397 
0.628319 1.88496 -10.7165 
0.628319 2.19911 -4.74168 
0.628319 2.51327 -3.55271e-15 
0.628319 2.82743 3.04434 
0.628319 3.14159 4.09335 
0.942478 -3.14159 8.83503 
0.942478 -2.82743 7.78602 
0.942478 -2.51327 4.74168 
0.942478 -2.19911 -1.77636e-15 
0.942478 -1.88496 -5.97486 
0.942478 -1.5708 -12.598 
0.942478 -1.25664 -19.2212 
0.942478 -0.942478 -25.1961 
0.942478 -0.628319 -29.9378 
0.942478 -0.314159 -32.9821 
0.942478 0 -34.0311 
0.942478 0.314159 -32.9821 
0.942478 0.628319 -29.9378 
0.942478 0.942478 -25.1961 
0.942478 1.25664 -19.2212 
0.942478 1.5708 -12.598 
0.942478 1.88496 -5.97486 
0.942478 2.19911 -1.77636e-15 
0.942478 2.51327 4.74168 
0.942478 2.82743 7.78602 
0.942478 3.14159 8.83503 
1.25664 -3.14159 14.8099 
1.25664 -2.82743 13.7609 
1.25664 -2.51327 10.7165 
1.25664 -2.19911 5.97486 
1.25664 -1.88496 -1.77636e-15 
1.25664 -1.5708 -6.62318 
1.25664 -1.25664 -13.2464 
1.25664 -0.942478 -19.2212 
1.25664 -0.628319 -23.9629 
1.25664 -0.314159 -27.0072 
1.25664 0 -28.0563 
1.25664 0.314159 -27.0072 
1.25664 0.628319 -23.9629 
1.25664 0.942478 -19.2212 
1.25664 1.25664 -13.2464 
1.25664 1.5708 -6.62318 
1.25664 1.88496 -1.77636e-15 
1.25664 2.19911 5.97486 
1.25664 2.51327 10.7165 
1.25664 2.82743 13.7609 
1.25664 3.14159 14.8099 
1.5708 -3.14159 21.4331 
1.5708 -2.82743 20.3841 
1.5708 -2.51327 17.3397 
1.5708 -2.19911 12.598 
1.5708 -1.88496 6.62318 
1.5708 -1.5708 -2.62479e-15 
1.5708 -1.25664 -6.62318 
1.5708 -0.942478 -12.598 
1.5708 -0.628319 -17.3397 
1.5708 -0.314159 -20.3841 
1.5708 0 -21.4331 
1.5708 0.314159 -20.3841 
1.5708 0.628319 -17.3397 
1.5708 0.942478 -12.598 
1.5708 1.25664 -6.62318 
1.5708 1.5708 -2.62479e-15 
1.5708 1.88496 6.62318 
1.5708 2.19911 12.598 
1.5708 2.51327 17.3397 
1.5708 2.82743 20.3841 
1.5708 3.14159 21.4331 
1.88496 -3.14159 28.0563 
1.88496 -2.82743 27.0072 
1.88496 -2.51327 23.9629 
1.88496 -2.19911 19.2212 
1.88496 -1.88496 13.2464 
1.88496 -1.5708 6.62318 
1.88496 -1.25664 -1.77636e-15 
1.88496 -0.942478 -5.97486 
1.88496 -0.628319 -10.7165 
1.88496 -0.314159 -13.7609 
1.88496 0 -14.8099 
1.88496 0.314159 -13.7609 
1.88496 0.628319 -10.7165 
1.88496 0.942478 -5.97486 
1.88496 1.25664 -1.77636e-15 
1.88496 1.5708 6.62318 
1.88496 1.88496 13.2464 
1.88496 2.19911 19.2212 
1.88496 2.51327 23.9629 
1.88496 2.82743 27.0072 
1.88496 3.14159 28.0563 
2.19911 -3.14159 34.0311 
2.19911 -2.82743 32.9821 
2.19911 -2.51327 29.9378 
2.19911 -2.19911 25.1961 
2.19911 -1.88496 19.2212 
2.19911 -1.5708 12.598 
2.19911 -1.25664 5.97486 
2.19911 -0.942478 -1.77636e-15 
2.19911 -0.628319 -4.74168 
2.19911 -0.314159 -7.78602 
2.19911 0 -8.83503 
2.19911 0.314159 -7.78602 
2.19911 0.628319 -4.74168 
2.19911 0.942478 -1.77636e-15 
2.19911 1.25664 5.97486 
2.19911 1.5708 12.598 
2.19911 1.88496 19.2212 
2.19911 2.19911 25.1961 
2.19911 2.51327 29.9378 
2.19911 2.82743 32.9821 
2.19911 3.14159 34.0311 
2.51327 -3.14159 38.7728 
2.51327 -2.82743 37.7238 
2.51327 -2.51327 34.6794 
2.51327 -2.19911 29.9378 
2.51327 -1.88496 23.9629 
2.51327 -1.5708 17.3397 
2.51327 -1.25664 10.7165 
2.51327 -0.942478 4.74168 
2.51327 -0.628319 -3.55271e-15 
2.51327 -0.314159 -3.04434 
2.51327 0 -4.09335 
2.51327 0.314159 -3.04434 
2.51327 0.628319 -3.55271e-15 
2.51327 0.942478 4.74168 
2.51327 1.25664 10.7165 
2.51327 1.5708 17.3397 
2.51327 1.88496 23.9629 
2.51327 2.19911 29.9378 
2.51327 2.51327 34.6794 
2.51327 2.82743 37.7238 
2.51327 3.14159 38.7728 
2.82743 -3.14159 41.8171 
2.82743 -2.82743 40.7681 
2.82743 -2.51327 37.7238 
2.82743 -2.19911 32.9821 
2.82743 -1.88496 27.0072 
2.82743 -1.5708 20.3841 
2.82743 -1.25664 13.7609 
2.82743 -0.942478 7.78602 
2.82743 -0.628319 3.04434 
2.82743 -0.314159 0 
2.82743 0 -1.04901 
2.82743 0.314159 0 
2.82743 0.628319 3.04434 
2.82743 0.942478 7.78602 
2.82743 1.25664 13.7609 
2.82743 1.5708 20.3841 
2.82743 1.88496 27.0072 
2.82743 2.19911 32.9821 
2.82743 2.51327 37.7238 
2.82743 2.82743 40.7681 
2.82743 3.14159 41.8171 
3.14159 -3.14159 42.8661 
3.14159 -2.82743 41.8171 
3.14159 -2.51327 38.7728 
3.14159 -2.19911 34.0311 
3.14159 -1.88496 28.0563 
3.14159 -1.5708 21.4331 
3.14159 -1.25664 14.8099 
3.14159 -0.942478 8.83503 
3.14159 -0.628319 4.09335 
3.14159 -0.314159 1.04901 
3.14159 0 0 
3.14159 0.314159 1.04901 
3.14159 0.628319 4.09335 
3.14159 0.942478 8.83503 
3.14159 1.25664 14.8099 
3.14159 1.5708 21.4331 
3.14159 1.88496 28.0563 
3.14159 2.19911 34.0311 
3.14159 2.51327 38.7728 
3.14159 2.82743 41.8171 
3.14159 3.14159 42.8661 
-0.744864 0.744864 -28.3341 
-3.14159 -3.14159 38.5403 
-3.14159 -2.82743 37.5971 
-3.14159 -2.51327 34.86 
-3.14159 -2.19911 30.5969 
-3.14159 -1.88496 25.2249 
-3.14159 -1.5708 19.2701 
-3.14159 -1.25664 13.3153 
-3.14159 -0.942478 7.94344 
-3.14159 -0.628319 3.68027 
-3.14159 -0.314159 0.943148 
-3.14159 0 0 
-3.14159 0.314159 0.943148 
-3.14159 0.628319 3.68027 
-3.14159 0.942478 7.94344 
-3.14159 1.25664 13.3153 
-3.14159 1.5708 19.2701 
-3.14159 1.88496 25.2249 
-3.14159 2.19911 30.5969 
-3.14159 2.51327 34.86 
-3.14159 2.82743 37.5971 
-3.14159 3.14159 38.5403 
-2.82743 -3.14159 37.5971 
-2.82743 -2.82743 36.654 
-2.82743 -2.51327 33.9169 
-2.82743 -2.19911 29.6537 
-2.82743 -1.88496 24.2818 
-2.82743 -1.5708 18.327 
-2.82743 -1.25664 12.3722 
-2.82743 -0.942478 7.00029 
-2.82743 -0.628319 2.73712 
-2.82743 -0.314159 0 
-2.82743 0 -0.943148 
-2.82743 0.314159 0 
-2.82743 0.628319 2.73712 
-2.82743 0.942478 7.00029 
-2.82743 1.25664 12.3722 
-2.82743 1.5708 18.327 
-2.82743 1.88496 24.2818 
-2.82743 2.19911 29.6537 
-2.82743 2.51327 33.9169 
-2.82743 2.82743 36.654 
-2.82743 3.14159 37.5971 
-2.51327 -3.14159 34.86 
-2.51327 -2.82743 33.9169 
-2.51327 -2.51327 31.1798 
-2.51327 -2.19911 26.9166 
-2.51327 -1.88496 21.5447 
-2.51327 -1.5708 15.5899 
-2.51327 -1.25664 9.63507 
-2.51327 -0.942478 4.26317 
-2.51327 -0.628319 -1.77636e-15 
-2.51327 -0.314159 -2.73712 
-2.51327 0 -3.68027 
-2.51327 0.314159 -2.73712 
-2.51327 0.628319 -1.77636e-15 
-2.51327 0.942478 4.26317 
-2.51327 1.25664 9.63507 
-2.51327 1.5708 15.5899 
-2.51327 1.88496 21.5447 
-2.51327 2.19911 26.9166 
-2.51327 2.51327 31.1798 
-2.51327 2.82743 33.9169 
-2.51327 3.14159 34.86 
-2.19911 -3.14159 30.5969 
-2.19911 -2.82743 29.6537 
-2.19911 -2.51327 26.9166 
-2.19911 -2.19911 22.6534 
-2.19911 -1.88496 17.2815 
-2.19911 -1.5708 11.3267 
-2.19911 -1.25664 5.37191 
-2.19911 -0.942478 -1.77636e-15 
-2.19911 -0.628319 -4.26317 
-2.19911 -0.314159 -7.00029 
-2.19911 0 -7.94344 
-2.19911 0.314159 -7.00029 
-2.19911 0.628319 -4.26317 
-2.19911 0.942478 -1.77636e-15 
-2.19911 1.25664 5.37191 
-2.19911 1.5708 11.3267 
-2.19911 1.88496 17.2815 
-2.19911 2.19911 22.6534 
-2.19911 2.51327 26.9166 
-2.19911 2.82743 29.6537 
-2.19911 3.14159 30.5969 
-1.88496 -3.14159 25.2249 
-1.88496 -2.82743 24.2818 
-1.88496 -2.51327 21.5447 
-1.88496 -2.19911 17.2815 
-1.88496 -1.88496 11.9096 
-1.88496 -1.5708 5.9548 
-1.88496 -1.25664 -1.77636e-15 
-1.88496 -0.942478 -5.37191 
-1.88496 -0.628319 -9.63507 
-1.88496 -0.314159 -12.3722 
-1.88496 0 -13.3153 
-1.88496 0.314159 -12.3722 
-1.88496 0.628319 -9.63507 
-1.88496 0.942478 -5.37191 
-1.88496 1.25664 -1.77636e-15 
-1.88496 1.5708 5.9548 
-1.88496 1.88496 11.9096 
-1.88496 2.19911 17.2815 
-1.88496 2.51327 21.5447 
-1.88496 2.82743 24.2818 
-1.88496 3.14159 25.2249 
-1.5708 -3.14159 19.2701 
-1.5708 -2.82743 18.327 
-1.5708 -2.51327 15.5899 
-1.5708 -2.19911 11.3267 
-1.5708 -1.88496 5.9548 
-1.5708 -1.5708 -2.35991e-15 
-1.5708 -1.25664 -5.9548 
-1.5708 -0.942478 -11.3267 
-1.5708 -0.628319 -15.5899 
-1.5708 -0.314159 -18.327 
-1.5708 0 -19.2701 
-1.5708 0.314159 -18.327 
-1.5708 0.628319 -15.5899 
-1.5708 0.942478 -11.3267 
-1.5708 1.25664 -5.9548 
-1.5708 1.5708 -2.35991e-15 
-1.5708 1.88496 5.9548 
-1.5708 2.19911 11.3267 
-1.5708 2.51327 15.5899 
-1.5708 2.82743 18.327 
-1.5708 3.14159 19.2701 
-1.25664 -3.14159 13.3153 
-1.25664 -2.82743 12.3722 
-1.25664 -2.51327 9.63507 
-1.25664 -2.19911 5.37191 
-1.25664 -1.88496 -1.77636e-15 
-1.25664 -1.5708 -5.9548 
-1.25664 -1.25664 -11.9096 
-1.25664 -0.942478 -17.2815 
-1.25664 -0.628319 -21.5447 
-1.25664 -0.314159 -24.2818 
-1.25664 0 -25.2249 
-1.25664 0.314159 -24.2818 
-1.25664 0.628319 -21.5447 
-1.25664 0.942478 -17.2815 
-1.25664 1.25664 -11.9096 
-1.25664 1.5708 -5.9548 
-1.25664 1.88496 -1.77636e-15 
-1.25664 2.19911 5.37191 
-1.25664 2.51327 9.63507 
-1.25664 2.82743 12.3722 
-1.25664 3.14159 13.3153 
-0.942478 -3.14159 7.94344 
-0.942478 -2.82743 7.00029 
-0.942478 -2.51327 4.26317 
-0.942478 -2.19911 -1.77636e-15 
-0.942478 -1.88496 -5.37191 
-0.942478 -1.5708 -11.3267 
-0.942478 -1.25664 -17.2815 
-0.942478 -0.942478 -22.6534 
-0.942478 -0.628319 -26.9166 
-0.942478 -0.314159 -29.6537 
-0.942478 0 -30.5969 
-0.942478 0.314159 -29.6537 
-0.942478 0.628319 -26.9166 
-0.942478 0.942478 -22.6534 
-0.942478 1.25664 -17.2815 
-0.942478 1.5708 -11.3267 
-0.942478 1.88496 -5.37191 
-0.942478 2.19911 -1.77636e-15 
-0.942478 2.51327 4.26317 
-0.942478 2.82743 7.00029 
-0.942478 3.14159 7.94344 
-0.628319 -3.14159 3.68027 
-0.628319 -2.82743 2.73712 
-0.628319 -2.51327 -1.77636e-15 
-0.628319 -2.19911 -4.26317 
-0.628319 -1.88496 -9.63507 
-0.628319 -1.5708 -15.5899 
-0.628319 -1.25664 -21.5447 
-0.628319 -0.942478 -26.9166 
-0.628319 -0.628319 -31.1798 
-0.628319 -0.314159 -33.9169 
-0.628319 0 -34.86 
-0.628319 0.314159 -33.9169 
-0.628319 0.628319 -31.1798 
-0.628319 0.942478 -26.9166 
-0.628319 1.25664 -21.5447 
-0.628319 1.5708 -15.5899 
-0.628319 1.88496 -9.63507 
-0.628319 2.19911 -4.26317 
-0.628319 2.51327 -1.77636e-15 
-0.628319 2.82743 2.73712 
-0.628319 3.14159 3.68027 
-0.314159 -3.14159 0.943148 
-0.314159 -2.82743 0 
-0.314159 -2.51327 -2.73712 
-0.314159 -2.19911 -7.00029 
-0.314159 -1.88496 -12.3722 
-0.314159 -1.5708 -18.327 
-0.314159 -1.25664 -24.2818 
-0.314159 -0.942478 -29.6537 
-0.314159 -0.628319 -33.9169 
-0.314159 -0.314159 -36.654 
-0.314159 0 -37.5971 
-0.314159 0.314159 -36.654 
-0.314159 0.628319 -33.9169 
-0.314159 0.942478 -29.6537 
-0.314159 1.25664 -24.2818 
-0.314159 1.5708 -18.327 
-0.314159 1.88496 -12.3722 
-0.314159 2.19911 -7.00029 
-0.314159 2.51327 -2.73712 
-0.314159 2.82743 0 
-0.314159 3.14159 0.943148 
0 -3.14159 0 
0 -2.82743 -0.943148 
0 -2.51327 -3.68027 
0 -2.19911 -7.94344 
0 -1.88496 -13.3153 
0 -1.5708 -19.2701 
0 -1.25664 -25.2249 
0 -0.942478 -30.5969 
0 -0.628319 -34.86 
0 -0.314159 -37.5971 
0 0 -38.5403 
0 0.314159 -37.5971 
0 0.628319 -34.86 
0 0.942478 -30.5969 
0 1.25664 -25.2249 
0 1.5708 -19.2701 
0 1.88496 -13.3153 
0 2.19911 -7.94344 
0 2.51327 -3.68027 
0 2.82743 -0.943148 
0 3.14159 0 
0.314159 -3.14159 0.943148 
0.314159 -2.82743 0 
0.314159 -2.51327 -2.73712 
0.314159 -2.19911 -7.00029 
0.314159 -1.88496 -12.3722 
0.314159 -1.5708 -18.327 
0.314159 -1.25664 -24.2818 
0.314159 -0.942478 -29.6537 
0.314159 -0.628319 -33.9169 
0.314159 -0.314159 -36.654 
0.314159 0 -37.5971 
0.314159 0.314159 -36.654 
0.314159 0.628319 -33.9169 
0.314159 0.942478 -29.6537 
0.314159 1.25664 -24.2818 
0.314159 1.5708 -18.327 
0.314159 1.88496 -12.3722 
0.314159 2.19911 -7.00029 
0.314159 2.51327 -2.73712 
0.314159 2.82743 0 
0.314159 3.14159 0.943148 
0.628319 -3.14159 3.68027 
0.628319 -2.82743 2.73712 
0.628319 -2.51327 -1.77636e-15 
0.628319 -2.19911 -4.26317 
0.628319 -1.88496 -9.63507 
0.628319 -1.5708 -15.5899 
0.628319 -1.25664 -21.5447 
0.628319 -0.942478 -26.9166 
0.628319 -0.628319 -31.1798 
0.628319 -0.314159 -33.9169 
0.628319 0 -34.86 
0.628319 0.314159 -33.9169 
0.628319 0.628319 -31.1798 
0.628319 0.942478 -26.9166 
0.628319 1.25664 -21.5447 
0.628319 1.5708 -15.5899 
0.628319 1.88496 -9.63507 
0.628319 2.19911 -4.26317 
0.628319 2.51327 -1.77636e-15 
0.628319 2.82743 2.73712 
0.628319 3.14159 3.68027 
0.942478 -3.14159 7.94344 
0.942478 -2.82743 7.00029 
0.942478 -2.51327 4.26317 
0.942478 -2.19911 -1.77636e-15 
0.942478 -1.88496 -5.37191 
0.942478 -1.5708 -11.3267 
0.942478 -1.25664 -17.2815 
0.942478 -0.942478 -22.6534 
0.942478 -0.628319 -26.9166 
0.942478 -0.314159 -29.6537 
0.942478 0 -30.5969 
0.942478 0.314159 -29.6537 
0.942478 0.628319 -26.9166 
0.942478 0.942478 -22.6534 
0.942478 1.25664 -17.2815 
0.942478 1.5708 -11.3267 
0.942478 1.88496 -5.37191 
0.942478 2.19911 -1.77636e-15 
0.942478 2.51327 4.26317 
0.942478 2.82743 7.00029 
0.942478 3.14159 7.94344 
1.25664 -3.14159 13.3153 
1.25664 -2.82743 12.3722 
1.25664 -2.51327 9.63507 
1.25664 -2.19911 5.37191 
1.25664 -1.88496 -1.77636e-15 
1.25664 -1.5708 -5.9548 
1.25664 -1.25664 -11.9096 
1.25664 -0.942478 -17.2815 
1.25664 -0.628319 -21.5447 
1.25664 -0.314159 -24.2818 
1.25664 0 -25.2249 
1.25664 0.314159 -24.2818 
1.25664 0.628319 -21.5447 
1.25664 0.942478 -17.2815 
1.25664 1.25664 -11.9096 
1.25664 1.5708 -5.9548 
1.25664 1.88496 -1.77636e-15 
1.25664 2.19911 5.37191 
1.25664 2.51327 9.63507 
1.25664 2.82743 12.3722 
1.25664 3.14159 13.3153 
1.5708 -3.14159 19.2701 
1.5708 -2.82743 18.327 
1.5708 -2.51327 15.5899 
1.5708 -2.19911 11.3267 
1.5708 -1.88496 5.9548 
1.5708 -1.5708 -2.35991e-15 
1.5708 -1.25664 -5.9548 
1.5708 -0.942478 -11.3267 
1.5708 -0.628319 -15.5899 
1.5708 -0.314159 -18.327 
1.5708 0 -19.2701 
1.5708 0.314159 -18.327 
1.5708 0.628319 -15.5899 
1.5708 0.942478 -11.3267 
1.5708 1.25664 -5.9548 
1.5708 1.5708 -2.35991e-15 
1.5708 1.88496 5.9548 
1.5708 2.19911 11.3267 
1.5708 2.51327 15.5899 
1.5708 2.82743 18.327 
1.5708 3.14159 19.2701 
1.88496 -3.14159 25.2249 
1.88496 -2.82743 24.2818 
1.88496 -2.51327 21.5447 
1.88496 -2.19911 17.2815 
1.88496 -1.88496 11.9096 
1.88496 -1.5708 5.9548 
1.88496 -1.25664 -1.77636e-15 
1.88496 -0.942478 -5.37191 
1.88496 -0.628319 -9.63507 
1.88496 -0.314159 -12.3722 
1.88496 0 -13.3153 
1.88496 0.314159 -12.3722 
1.88496 0.628319 -9.63507 
1.88496 0.942478 -5.37191 
1.88496 1.25664 -1.77636e-15 
1.88496 1.5708 5.9548 
1.88496 1.88496 11.9096 
1.88496 2.19911 17.2815 
1.88496 2.51327 21.5447 
1.88496 2.82743 24.2818 
1.88496 3.14159 25.2249 
2.19911 -3.14159 30.5969 
2.19911 -2.82743 29.6537 
2.19911 -2.51327 26.9166 
2.19911 -2.19911 22.6534 
2.19911 -1.88496 17.2815 
2.19911 -1.5708 11.3267 
2.19911 -1.25664 5.37191 
2.19911 -0.942478 -1.77636e-15 
2.19911 -0.628319 -4.26317 
2.19911 -0.314159 -7.00029 
2.19911 0 -7.94344 
2.19911 0.314159 -7.00029 
2.19911 0.628319 -4.26317 
2.19911 0.942478 -1.77636e-15 
2.19911 1.25664 5.37191 
2.19911 1.5708 11.3267 
2.19911 1.88496 17.2815 
2.19911 2.19911 22.6534 
2.19911 2.51327 26.9166 
2.19911 2.82743 29.6537 
2.19911 3.14159 30.5969 
2.51327 -3.14159 34.86 
2.51327 -2.82743 33.9169 
2.51327 -2.51327 31.1798 
2.51327 -2.19911 26.9166 
2.51327 -1.88496 21.5447 
2.51327 -1.5708 15.5899 
2.51327 -1.25664 9.63507 
2.51327 -0.942478 4.26317 
2.51327 -0.628319 -1.77636e-15 
2.51327 -0.314159 -2.73712 
2.51327 0 -3.68027 
2.51327 0.314159 -2.73712 
2.51327 0.628319 -1.77636e-15 
2.51327 0.942478 4.26317 
2.51327 1.25664 9.63507 
