One group  442
-2.51327 2.82743 -56.9572 
-2.51327 3.14159 -58.541 
-2.19911 -3.14159 -51.3818 
-2.19911 -2.82743 -49.798 
-2.19911 -2.51327 -45.2015 
-2.19911 -2.19911 -38.0423 
-2.19911 -1.88496 -29.0211 
-2.19911 -1.5708 -19.0211 
-2.19911 -1.25664 -9.02113 
-2.19911 -0.942478 7.10543e-15 
-2.19911 -0.628319 7.15921 
-2.19911 -0.314159 11.7557 
-2.19911 0 13.3395 
-2.19911 0.314159 11.7557 
-2.19911 0.628319 7.15921 
-2.19911 0.942478 7.10543e-15 
-2.19911 1.25664 -9.02113 
-2.19911 1.5708 -19.0211 
-2.19911 1.88496 -29.0211 
-2.19911 2.19911 -38.0423 
-2.19911 2.51327 -45.2015 
-2.19911 2.82743 -49.798 
-2.19911 3.14159 -51.3818 
-1.88496 -3.14159 -42.3607 
-1.88496 -2.82743 -40.7768 
-1.88496 -2.51327 -36.1803 
-1.88496 -2.19911 -29.0211 
-1.88496 -1.88496 -20 
-1.88496 -1.5708 -10 
-1.88496 -1.25664 3.55271e-15 
-1.88496 -0.942478 9.02113 
-1.88496 -0.628319 16.1803 
-1.88496 -0.314159 20.7768 
-1.88496 0 22.3607 
-1.88496 0.314159 20.7768 
-1.88496 0.628319 16.1803 
-1.88496 0.942478 9.02113 
-1.88496 1.25664 3.55271e-15 
-1.88496 1.5708 -10 
-1.88496 1.88496 -20 
-1.88496 2.19911 -29.0211 
-1.88496 2.51327 -36.1803 
-1.88496 2.82743 -40.7768 
-1.88496 3.14159 -42.3607 
-1.5708 -3.14159 -32.3607 
-1.5708 -2.82743 -30.7768 
-1.5708 -2.51327 -26.1803 
-1.5708 -2.19911 -19.0211 
-1.5708 -1.88496 -10 
-1.5708 -1.5708 3.96304e-15 
-1.5708 -1.25664 10 
-1.5708 -0.942478 19.0211 
-1.5708 -0.628319 26.1803 
-1.5708 -0.314159 30.7768 
-1.5708 0 32.3607 
-1.5708 0.314159 30.7768 
-1.5708 0.628319 26.1803 
-1.5708 0.942478 19.0211 
-1.5708 1.25664 10 
-1.5708 1.5708 3.96304e-15 
-1.5708 1.88496 -10 
-1.5708 2.19911 -19.0211 
-1.5708 2.51327 -26.1803 
-1.5708 2.82743 -30.7768 
-1.5708 3.14159 -32.3607 
-1.25664 -3.14159 -22.3607 
-1.25664 -2.82743 -20.7768 
-1.25664 -2.51327 -16.1803 
-1.25664 -2.19911 -9.02113 
-1.25664 -1.88496 3.55271e-15 
-1.25664 -1.5708 10 
-1.25664 -1.25664 20 
-1.25664 -0.942478 29.0211 
-1.25664 -0.628319 36.1803 
-1.25664 -0.314159 40.7768 
-1.25664 0 42.3607 
-1.25664 0.314159 40.7768 
-1.25664 0.628319 36.1803 
-1.25664 0.942478 29.0211 
-1.25664 1.25664 20 
-1.25664 1.5708 10 
-1.25664 1.88496 3.55271e-15 
-1.25664 2.19911 -9.02113 
-1.25664 2.51327 -16.1803 
-1.25664 2.82743 -20.7768 
-1.25664 3.14159 -22.3607 
-0.942478 -3.14159 -13.3395 
-0.942478 -2.82743 -11.7557 
-0.942478 -2.51327 -7.15921 
-0.942478 -2.19911 7.10543e-15 
-0.942478 -1.88496 9.02113 
-0.942478 -1.5708 19.0211 
-0.942478 -1.25664 29.0211 
-0.942478 -0.942478 38.0423 
-0.942478 -0.628319 45.2015 
-0.942478 -0.314159 49.798 
-0.942478 0 51.3818 
-0.942478 0.314159 49.798 
-0.942478 0.628319 45.2015 
-0.942478 0.942478 38.0423 
-0.942478 1.25664 29.0211 
-0.942478 1.5708 19.0211 
-0.942478 1.88496 9.02113 
-0.942478 2.19911 7.10543e-15 
-0.942478 2.51327 -7.15921 
-0.942478 2.82743 -11.7557 
-0.942478 3.14159 -13.3395 
-0.628319 -3.14159 -6.18034 
-0.628319 -2.82743 -4.5965 
-0.628319 -2.51327 3.55271e-15 
-0.628319 -2.19911 7.15921 
-0.628319 -1.88496 16.1803 
-0.628319 -1.5708 26.1803 
-0.628319 -1.25664 36.1803 
-0.628319 -0.942478 45.2015 
-0.628319 -0.628319 52.3607 
-0.628319 -0.314159 56.9572 
-0.628319 0 58.541 
-0.628319 0.314159 56.9572 
-0.628319 0.628319 52.3607 
-0.628319 0.942478 45.2015 
-0.628319 1.25664 36.1803 
-0.628319 1.5708 26.1803 
-0.628319 1.88496 16.1803 
-0.628319 2.19911 7.15921 
-0.628319 2.51327 3.55271e-15 
-0.628319 2.82743 -4.5965 
-0.628319 3.14159 -6.18034 
-0.314159 -3.14159 -1.58384 
-0.314159 -2.82743 0 
-0.314159 -2.51327 4.5965 
-0.314159 -2.19911 11.7557 
-0.314159 -1.88496 20.7768 
-0.314159 -1.5708 30.7768 
-0.314159 -1.25664 40.7768 
-0.314159 -0.942478 49.798 
-0.314159 -0.628319 56.9572 
-0.314159 -0.314159 61.5537 
-0.314159 0 63.1375 
-0.314159 0.314159 61.5537 
-0.314159 0.628319 56.9572 
-0.314159 0.942478 49.798 
-0.314159 1.25664 40.7768 
-0.314159 1.5708 30.7768 
-0.314159 1.88496 20.7768 
-0.314159 2.19911 11.7557 
-0.314159 2.51327 4.5965 
-0.314159 2.82743 0 
-0.314159 3.14159 -1.58384 
0 -3.14159 0 
0 -2.82743 1.58384 
0 -2.51327 6.18034 
0 -2.19911 13.3395 
0 -1.88496 22.3607 
0 -1.5708 32.3607 
0 -1.25664 42.3607 
0 -0.942478 51.3818 
0 -0.628319 58.541 
0 -0.314159 63.1375 
0 0 64.7214 
0 0.314159 63.1375 
0 0.628319 58.541 
0 0.942478 51.3818 
0 1.25664 42.3607 
0 1.5708 32.3607 
0 1.88496 22.3607 
0 2.19911 13.3395 
0 2.51327 6.18034 
0 2.82743 1.58384 
0 3.14159 0 
0.314159 -3.14159 -1.58384 
0.314159 -2.82743 0 
0.314159 -2.51327 4.5965 
0.314159 -2.19911 11.7557 
0.314159 -1.88496 20.7768 
0.314159 -1.5708 30.7768 
0.314159 -1.25664 40.7768 
0.314159 -0.942478 49.798 
0.314159 -0.628319 56.9572 
0.314159 -0.314159 61.5537 
0.314159 0 63.1375 
0.314159 0.314159 61.5537 
0.314159 0.628319 56.9572 
0.314159 0.942478 49.798 
0.314159 1.25664 40.7768 
0.314159 1.5708 30.7768 
0.314159 1.88496 20.7768 
0.314159 2.19911 11.7557 
0.314159 2.51327 4.5965 
0.314159 2.82743 0 
0.314159 3.14159 -1.58384 
0.628319 -3.14159 -6.18034 
0.628319 -2.82743 -4.5965 
0.628319 -2.51327 3.55271e-15 
0.628319 -2.19911 7.15921 
0.628319 -1.88496 16.1803 
0.628319 -1.5708 26.1803 
0.628319 -1.25664 36.1803 
0.628319 -0.942478 45.2015 
0.628319 -0.628319 52.3607 
0.628319 -0.314159 56.9572 
0.628319 0 58.541 
0.628319 0.314159 56.9572 
0.628319 0.628319 52.3607 
0.628319 0.942478 45.2015 
0.628319 1.25664 36.1803 
0.628319 1.5708 26.1803 
0.628319 1.88496 16.1803 
0.628319 2.19911 7.15921 
0.628319 2.51327 3.55271e-15 
0.628319 2.82743 -4.5965 
0.628319 3.14159 -6.18034 
0.942478 -3.14159 -13.3395 
0.942478 -2.82743 -11.7557 
0.942478 -2.51327 -7.15921 
0.942478 -2.19911 7.10543e-15 
0.942478 -1.88496 9.02113 
0.942478 -1.5708 19.0211 
0.942478 -1.25664 29.0211 
0.942478 -0.942478 38.0423 
0.942478 -0.628319 45.2015 
0.942478 -0.314159 49.798 
0.942478 0 51.3818 
0.942478 0.314159 49.798 
0.942478 0.628319 45.2015 
0.942478 0.942478 38.0423 
0.942478 1.25664 29.0211 
0.942478 1.5708 19.0211 
0.942478 1.88496 9.02113 
0.942478 2.19911 7.10543e-15 
0.942478 2.51327 -7.15921 
0.942478 2.82743 -11.7557 
0.942478 3.14159 -13.3395 
1.25664 -3.14159 -22.3607 
1.25664 -2.82743 -20.7768 
1.25664 -2.51327 -16.1803 
1.25664 -2.19911 -9.02113 
1.25664 -1.88496 3.55271e-15 
1.25664 -1.5708 10 
1.25664 -1.25664 20 
1.25664 -0.942478 29.0211 
1.25664 -0.628319 36.1803 
1.25664 -0.314159 40.7768 
1.25664 0 42.3607 
1.25664 0.314159 40.7768 
1.25664 0.628319 36.1803 
1.25664 0.942478 29.0211 
1.25664 1.25664 20 
1.25664 1.5708 10 
1.25664 1.88496 3.55271e-15 
1.25664 2.19911 -9.02113 
1.25664 2.51327 -16.1803 
1.25664 2.82743 -20.7768 
1.25664 3.14159 -22.3607 
1.5708 -3.14159 -32.3607 
1.5708 -2.82743 -30.7768 
1.5708 -2.51327 -26.1803 
1.5708 -2.19911 -19.0211 
1.5708 -1.88496 -10 
1.5708 -1.5708 3.96304e-15 
1.5708 -1.25664 10 
1.5708 -0.942478 19.0211 
1.5708 -0.628319 26.1803 
1.5708 -0.314159 30.7768 
1.5708 0 32.3607 
1.5708 0.314159 30.7768 
1.5708 0.628319 26.1803 
1.5708 0.942478 19.0211 
1.5708 1.25664 10 
1.5708 1.5708 3.96304e-15 
1.5708 1.88496 -10 
1.5708 2.19911 -19.0211 
1.5708 2.51327 -26.1803 
1.5708 2.82743 -30.7768 
1.5708 3.14159 -32.3607 
1.88496 -3.14159 -42.3607 
1.88496 -2.82743 -40.7768 
1.88496 -2.51327 -36.1803 
1.88496 -2.19911 -29.0211 
1.88496 -1.88496 -20 
1.88496 -1.5708 -10 
1.88496 -1.25664 3.55271e-15 
1.88496 -0.942478 9.02113 
1.88496 -0.628319 16.1803 
1.88496 -0.314159 20.7768 
1.88496 0 22.3607 
1.88496 0.314159 20.7768 
1.88496 0.628319 16.1803 
1.88496 0.942478 9.02113 
1.88496 1.25664 3.55271e-15 
1.88496 1.5708 -10 
1.88496 1.88496 -20 
1.88496 2.19911 -29.0211 
1.88496 2.51327 -36.1803 
1.88496 2.82743 -40.7768 
1.88496 3.14159 -42.3607 
2.19911 -3.14159 -51.3818 
2.19911 -2.82743 -49.798 
2.19911 -2.51327 -45.2015 
2.19911 -2.19911 -38.0423 
2.19911 -1.88496 -29.0211 
2.19911 -1.5708 -19.0211 
2.19911 -1.25664 -9.02113 
2.19911 -0.942478 7.10543e-15 
2.19911 -0.628319 7.15921 
2.19911 -0.314159 11.7557 
2.19911 0 13.3395 
2.19911 0.314159 11.7557 
2.19911 0.628319 7.15921 
2.19911 0.942478 7.10543e-15 
2.19911 1.25664 -9.02113 
2.19911 1.5708 -19.0211 
2.19911 1.88496 -29.0211 
2.19911 2.19911 -38.0423 
2.19911 2.51327 -45.2015 
2.19911 2.82743 -49.798 
2.19911 3.14159 -51.3818 
2.51327 -3.14159 -58.541 
2.51327 -2.82743 -56.9572 
2.51327 -2.51327 -52.3607 
2.51327 -2.19911 -45.2015 
2.51327 -1.88496 -36.1803 
2.51327 -1.5708 -26.1803 
2.51327 -1.25664 -16.1803 
2.51327 -0.942478 -7.15921 
2.51327 -0.628319 3.55271e-15 
2.51327 -0.314159 4.5965 
2.51327 0 6.18034 
2.51327 0.314159 4.5965 
2.51327 0.628319 3.55271e-15 
2.51327 0.942478 -7.15921 
2.51327 1.25664 -16.1803 
2.51327 1.5708 -26.1803 
2.51327 1.88496 -36.1803 
2.51327 2.19911 -45.2015 
2.51327 2.51327 -52.3607 
2.51327 2.82743 -56.9572 
2.51327 3.14159 -58.541 
2.82743 -3.14159 -63.1375 
2.82743 -2.82743 -61.5537 
2.82743 -2.51327 -56.9572 
2.82743 -2.19911 -49.798 
2.82743 -1.88496 -40.7768 
2.82743 -1.5708 -30.7768 
2.82743 -1.25664 -20.7768 
2.82743 -0.942478 -11.7557 
2.82743 -0.628319 -4.5965 
2.82743 -0.314159 0 
2.82743 0 1.58384 
2.82743 0.314159 0 
2.82743 0.628319 -4.5965 
2.82743 0.942478 -11.7557 
2.82743 1.25664 -20.7768 
2.82743 1.5708 -30.7768 
2.82743 1.88496 -40.7768 
2.82743 2.19911 -49.798 
2.82743 2.51327 -56.9572 
2.82743 2.82743 -61.5537 
2.82743 3.14159 -63.1375 
3.14159 -3.14159 -64.7214 
3.14159 -2.82743 -63.1375 
3.14159 -2.51327 -58.541 
3.14159 -2.19911 -51.3818 
3.14159 -1.88496 -42.3607 
3.14159 -1.5708 -32.3607 
3.14159 -1.25664 -22.3607 
3.14159 -0.942478 -13.3395 
3.14159 -0.628319 -6.18034 
3.14159 -0.314159 -1.58384 
3.14159 0 0 
3.14159 0.314159 -1.58384 
3.14159 0.628319 -6.18034 
3.14159 0.942478 -13.3395 
3.14159 1.25664 -22.3607 
3.14159 1.5708 -32.3607 
3.14159 1.88496 -42.3607 
3.14159 2.19911 -51.3818 
3.14159 2.51327 -58.541 
3.14159 2.82743 -63.1375 
3.14159 3.14159 -64.7214 
2.40082 -2.40082 -45.4877 
-3.14159 -3.14159 -61.6411 
-3.14159 -2.82743 -60.1326 
-3.14159 -2.51327 -55.7549 
-3.14159 -2.19911 -48.9364 
-3.14159 -1.88496 -40.3446 
-3.14159 -1.5708 -30.8205 
-3.14159 -1.25664 -21.2965 
-3.14159 -0.942478 -12.7047 
-3.14159 -0.628319 -5.8862 
-3.14159 -0.314159 -1.50846 
-3.14159 0 0 
-3.14159 0.314159 -1.50846 
-3.14159 0.628319 -5.8862 
-3.14159 0.942478 -12.7047 
-3.14159 1.25664 -21.2965 
-3.14159 1.5708 -30.8205 
-3.14159 1.88496 -40.3446 
-3.14159 2.19911 -48.9364 
-3.14159 2.51327 -55.7549 
-3.14159 2.82743 -60.1326 
-3.14159 3.14159 -61.6411 
-2.82743 -3.14159 -60.1326 
-2.82743 -2.82743 -58.6241 
-2.82743 -2.51327 -54.2464 
-2.82743 -2.19911 -47.4279 
-2.82743 -1.88496 -38.8361 
-2.82743 -1.5708 -29.3121 
-2.82743 -1.25664 -19.788 
-2.82743 -0.942478 -11.1962 
-2.82743 -0.628319 -4.37773 
-2.82743 -0.314159 0 
-2.82743 0 1.50846 
-2.82743 0.314159 0 
-2.82743 0.628319 -4.37773 
-2.82743 0.942478 -11.1962 
-2.82743 1.25664 -19.788 
-2.82743 1.5708 -29.3121 
-2.82743 1.88496 -38.8361 
-2.82743 2.19911 -47.4279 
-2.82743 2.51327 -54.2464 
-2.82743 2.82743 -58.6241 
-2.82743 3.14159 -60.1326 
-2.51327 -3.14159 -55.7549 
-2.51327 -2.82743 -54.2464 
-2.51327 -2.51327 -49.8687 
-2.51327 -2.19911 -43.0502 
-2.51327 -1.88496 -34.4584 
-2.51327 -1.5708 -24.9343 
-2.51327 -1.25664 -15.4103 
-2.51327 -0.942478 -6.81848 
-2.51327 -0.628319 3.55271e-15 
-2.51327 -0.314159 4.37773 
-2.51327 0 5.8862 
-2.51327 0.314159 4.37773 
-2.51327 0.628319 3.55271e-15 
-2.51327 0.942478 -6.81848 
-2.51327 1.25664 -15.4103 
-2.51327 1.5708 -24.9343 
-2.51327 1.88496 -34.4584 
-2.51327 2.19911 -43.0502 
-2.51327 2.51327 -49.8687 
-2.51327 2.82743 -54.2464 
-2.51327 3.14159 -55.7549 
-2.19911 -3.14159 -48.9364 
-2.19911 -2.82743 -47.4279 
-2.19911 -2.51327 -43.0502 
-2.19911 -2.19911 -36.2317 
-2.19911 -1.88496 -27.6399 
-2.19911 -1.5708 -18.1159 
-2.19911 -1.25664 -8.59179 
-2.19911 -0.942478 3.55271e-15 
-2.19911 -0.628319 6.81848 
-2.19911 -0.314159 11.1962 
-2.19911 0 12.7047 
-2.19911 0.314159 11.1962 
-2.19911 0.628319 6.81848 
-2.19911 0.942478 3.55271e-15 
-2.19911 1.25664 -8.59179 
-2.19911 1.5708 -18.1159 
-2.19911 1.88496 -27.6399 
-2.19911 2.19911 -36.2317 
-2.19911 2.51327 -43.0502 
-2.19911 2.82743 -47.4279 
-2.19911 3.14159 -48.9364 
-1.88496 -3.14159 -40.3446 
-1.88496 -2.82743 -38.8361 
-1.88496 -2.51327 -34.4584 
-1.88496 -2.19911 -27.6399 
-1.88496 -1.88496 -19.0481 
-1.88496 -1.5708 -9.52407 
-1.88496 -1.25664 1.77636e-15 
-1.88496 -0.942478 8.59179 
-1.88496 -0.628319 15.4103 
-1.88496 -0.314159 19.788 
-1.88496 0 21.2965 
-1.88496 0.314159 19.788 
-1.88496 0.628319 15.4103 
-1.88496 0.942478 8.59179 
-1.88496 1.25664 1.77636e-15 
-1.88496 1.5708 -9.52407 
-1.88496 1.88496 -19.0481 
-1.88496 2.19911 -27.6399 
-1.88496 2.51327 -34.4584 
-1.88496 2.82743 -38.8361 
-1.88496 3.14159 -40.3446 
-1.5708 -3.14159 -30.8205 
-1.5708 -2.82743 -29.3121 
-1.5708 -2.51327 -24.9343 
-1.5708 -2.19911 -18.1159 
-1.5708 -1.88496 -9.52407 
-1.5708 -1.5708 3.77443e-15 
-1.5708 -1.25664 9.52407 
-1.5708 -0.942478 18.1159 
-1.5708 -0.628319 24.9343 
-1.5708 -0.314159 29.3121 
-1.5708 0 30.8205 
-1.5708 0.314159 29.3121 
-1.5708 0.628319 24.9343 
-1.5708 0.942478 18.1159 
-1.5708 1.25664 9.52407 
-1.5708 1.5708 3.77443e-15 
-1.5708 1.88496 -9.52407 
-1.5708 2.19911 -18.1159 
-1.5708 2.51327 -24.9343 
-1.5708 2.82743 -29.3121 
-1.5708 3.14159 -30.8205 
-1.25664 -3.14159 -21.2965 
-1.25664 -2.82743 -19.788 
-1.25664 -2.51327 -15.4103 
-1.25664 -2.19911 -8.59179 
-1.25664 -1.88496 1.77636e-15 
-1.25664 -1.5708 9.52407 
-1.25664 -1.25664 19.0481 
-1.25664 -0.942478 27.6399 
-1.25664 -0.628319 34.4584 
-1.25664 -0.314159 38.8361 
-1.25664 0 40.3446 
-1.25664 0.314159 38.8361 
-1.25664 0.628319 34.4584 
-1.25664 0.942478 27.6399 
-1.25664 1.25664 19.0481 
-1.25664 1.5708 9.52407 
-1.25664 1.88496 1.77636e-15 
-1.25664 2.19911 -8.59179 
-1.25664 2.51327 -15.4103 
-1.25664 2.82743 -19.788 
-1.25664 3.14159 -21.2965 
-0.942478 -3.14159 -12.7047 
-0.942478 -2.82743 -11.1962 
-0.942478 -2.51327 -6.81848 
-0.942478 -2.19911 3.55271e-15 
-0.942478 -1.88496 8.59179 
-0.942478 -1.5708 18.1159 
-0.942478 -1.25664 27.6399 
-0.942478 -0.942478 36.2317 
-0.942478 -0.628319 43.0502 
-0.942478 -0.314159 47.4279 
-0.942478 0 48.9364 
-0.942478 0.314159 47.4279 
-0.942478 0.628319 43.0502 
-0.942478 0.942478 36.2317 
-0.942478 1.25664 27.6399 
-0.942478 1.5708 18.1159 
-0.942478 1.88496 8.59179 
-0.942478 2.19911 3.55271e-15 
-0.942478 2.51327 -6.81848 
-0.942478 2.82743 -11.1962 
-0.942478 3.14159 -12.7047 
-0.628319 -3.14159 -5.8862 
-0.628319 -2.82743 -4.37773 
-0.628319 -2.51327 3.55271e-15 
-0.628319 -2.19911 6.81848 
-0.628319 -1.88496 15.4103 
-0.628319 -1.5708 24.9343 
-0.628319 -1.25664 34.4584 
-0.628319 -0.942478 43.0502 
-0.628319 -0.628319 49.8687 
-0.628319 -0.314159 54.2464 
-0.628319 0 55.7549 
-0.628319 0.314159 54.2464 
-0.628319 0.628319 49.8687 
-0.628319 0.942478 43.0502 
-0.628319 1.25664 34.4584 
-0.628319 1.5708 24.9343 
-0.628319 1.88496 15.4103 
-0.628319 2.19911 6.81848 
-0.628319 2.51327 3.55271e-15 
-0.628319 2.82743 -4.37773 
-0.628319 3.14159 -5.8862 
-0.314159 -3.14159 -1.50846 
-0.314159 -2.82743 0 
-0.314159 -2.51327 4.37773 
-0.314159 -2.19911 11.1962 
-0.314159 -1.88496 19.788 
-0.314159 -1.5708 29.3121 
-0.314159 -1.25664 38.8361 
-0.314159 -0.942478 47.4279 
-0.314159 -0.628319 54.2464 
-0.314159 -0.314159 58.6241 
-0.314159 0 60.1326 
-0.314159 0.314159 58.6241 
-0.314159 0.628319 54.2464 
-0.314159 0.942478 47.4279 
-0.314159 1.25664 38.8361 
-0.314159 1.5708 29.3121 
-0.314159 1.88496 19.788 
-0.314159 2.19911 11.1962 
-0.314159 2.51327 4.37773 
-0.314159 2.82743 0 
-0.314159 3.14159 -1.50846 
0 -3.14159 0 
0 -2.82743 1.50846 
0 -2.51327 5.8862 
0 -2.19911 12.7047 
0 -1.88496 21.2965 
0 -1.5708 30.8205 
0 -1.25664 40.3446 
0 -0.942478 48.9364 
0 -0.628319 55.7549 
0 -0.314159 60.1326 
0 0 61.6411 
0 0.314159 60.1326 
0 0.628319 55.7549 
0 0.942478 48.9364 
0 1.25664 40.3446 
0 1.5708 30.8205 
0 1.88496 21.2965 
0 2.19911 12.7047 
0 2.51327 5.8862 
0 2.82743 1.50846 
0 3.14159 0 
0.314159 -3.14159 -1.50846 
0.314159 -2.82743 0 
0.314159 -2.51327 4.37773 
0.314159 -2.19911 11.1962 
0.314159 -1.88496 19.788 
0.314159 -1.5708 29.3121 
0.314159 -1.25664 38.8361 
0.314159 -0.942478 47.4279 
0.314159 -0.628319 54.2464 
0.314159 -0.314159 58.6241 
0.314159 0 60.1326 
0.314159 0.314159 58.6241 
0.314159 0.628319 54.2464 
0.314159 0.942478 47.4279 
0.314159 1.25664 38.8361 
0.314159 1.5708 29.3121 
0.314159 1.88496 19.788 
0.314159 2.19911 11.1962 
0.314159 2.51327 4.37773 
0.314159 2.82743 0 
0.314159 3.14159 -1.50846 
0.628319 -3.14159 -5.8862 
0.628319 -2.82743 -4.37773 
0.628319 -2.51327 3.55271e-15 
0.628319 -2.19911 6.81848 
0.628319 -1.88496 15.4103 
0.628319 -1.5708 24.9343 
0.628319 -1.25664 34.4584 
0.628319 -0.942478 43.0502 
0.628319 -0.628319 49.8687 
0.628319 -0.314159 54.2464 
0.628319 0 55.7549 
0.628319 0.314159 54.2464 
0.628319 0.628319 49.8687 
0.628319 0.942478 43.0502 
0.628319 1.25664 34.4584 
0.628319 1.5708 24.9343 
0.628319 1.88496 15.4103 
0.628319 2.19911 6.81848 
0.628319 2.51327 3.55271e-15 
0.628319 2.82743 -4.37773 
0.628319 3.14159 -5.8862 
0.942478 -3.14159 -12.7047 
0.942478 -2.82743 -11.1962 
0.942478 -2.51327 -6.81848 
0.942478 -2.19911 3.55271e-15 
0.942478 -1.88496 8.59179 
0.942478 -1.5708 18.1159 
0.942478 -1.25664 27.6399 
0.942478 -0.942478 36.2317 
0.942478 -0.628319 43.0502 
0.942478 -0.314159 47.4279 
0.942478 0 48.9364 
0.942478 0.314159 47.4279 
0.942478 0.628319 43.0502 
0.942478 0.942478 36.2317 
0.942478 1.25664 27.6399 
0.942478 1.5708 18.1159 
0.942478 1.88496 8.59179 
0.942478 2.19911 3.55271e-15 
0.942478 2.51327 -6.81848 
0.942478 2.82743 -11.1962 
0.942478 3.14159 -12.7047 
1.25664 -3.14159 -21.2965 
1.25664 -2.82743 -19.788 
1.25664 -2.51327 -15.4103 
1.25664 -2.19911 -8.59179 
1.25664 -1.88496 1.77636e-15 
1.25664 -1.5708 9.52407 
1.25664 -1.25664 19.0481 
1.25664 -0.942478 27.6399 
1.25664 -0.628319 34.4584 
1.25664 -0.314159 38.8361 
1.25664 0 40.3446 
1.25664 0.314159 38.8361 
1.25664 0.628319 34.4584 
1.25664 0.942478 27.6399 
1.25664 1.25664 19.0481 
1.25664 1.5708 9.52407 
1.25664 1.88496 1.77636e-15 
1.25664 2.19911 -8.59179 
1.25664 2.51327 -15.4103 
1.25664 2.82743 -19.788 
1.25664 3.14159 -21.2965 
1.5708 -3.14159 -30.8205 
1.5708 -2.82743 -29.3121 
1.5708 -2.51327 -24.9343 
1.5708 -2.19911 -18.1159 
1.5708 -1.88496 -9.52407 
1.5708 -1.5708 3.77443e-15 
1.5708 -1.25664 9.52407 
1.5708 -0.942478 18.1159 
1.5708 -0.628319 24.9343 
1.5708 -0.314159 29.3121 
1.5708 0 30.8205 
1.5708 0.314159 29.3121 
1.5708 0.628319 24.9343 
1.5708 0.942478 18.1159 
1.5708 1.25664 9.52407 
1.5708 1.5708 3.77443e-15 
1.5708 1.88496 -9.52407 
1.5708 2.19911 -18.1159 
1.5708 2.51327 -24.9343 
1.5708 2.82743 -29.3121 
1.5708 3.14159 -30.8205 
1.88496 -3.14159 -40.3446 
1.88496 -2.82743 -38.8361 
1.88496 -2.51327 -34.4584 
1.88496 -2.19911 -27.6399 
1.88496 -1.88496 -19.0481 
1.88496 -1.5708 -9.52407 
1.88496 -1.25664 1.77636e-15 
1.88496 -0.942478 8.59179 
1.88496 -0.628319 15.4103 
1.88496 -0.314159 19.788 
1.88496 0 21.2965 
1.88496 0.314159 19.788 
1.88496 0.628319 15.4103 
1.88496 0.942478 8.59179 
1.88496 1.25664 1.77636e-15 
1.88496 1.5708 -9.52407 
1.88496 1.88496 -19.0481 
1.88496 2.19911 -27.6399 
1.88496 2.51327 -34.4584 
1.88496 2.82743 -38.8361 
1.88496 3.14159 -40.3446 
2.19911 -3.14159 -48.9364 
2.19911 -2.82743 -47.4279 
2.19911 -2.51327 -43.0502 
2.19911 -2.19911 -36.2317 
2.19911 -1.88496 -27.6399 
2.19911 -1.5708 -18.1159 
2.19911 -1.25664 -8.59179 
2.19911 -0.942478 3.55271e-15 
2.19911 -0.628319 6.81848 
2.19911 -0.314159 11.1962 
2.19911 0 12.7047 
2.19911 0.314159 11.1962 
2.19911 0.628319 6.81848 
2.19911 0.942478 3.55271e-15 
2.19911 1.25664 -8.59179 
2.19911 1.5708 -18.1159 
2.19911 1.88496 -27.6399 
2.19911 2.19911 -36.2317 
2.19911 2.51327 -43.0502 
2.19911 2.82743 -47.4279 
2.19911 3.14159 -48.9364 
2.51327 -3.14159 -55.7549 
2.51327 -2.82743 -54.2464 
2.51327 -2.51327 -49.8687 
2.51327 -2.19911 -43.0502 
2.51327 -1.88496 -34.4584 
2.51327 -1.5708 -24.9343 
2.51327 -1.25664 -15.4103 
2.51327 -0.942478 -6.81848 
2.51327 -0.628319 3.55271e-15 
2.51327 -0.314159 4.37773 
2.51327 0 5.8862 
2.51327 0.314159 4.37773 
2.51327 0.628319 3.55271e-15 
2.51327 0.942478 -6.81848 
2.51327 1.25664 -15.4103 
2.51327 1.5708 -24.9343 
2.51327 1.88496 -34.4584 
2.51327 2.19911 -43.0502 
2.51327 2.51327 -49.8687 
2.51327 2.82743 -54.2464 
2.51327 3.14159 -55.7549 
2.82743 -3.14159 -60.1326 
2.82743 -2.82743 -58.6241 
2.82743 -2.51327 -54.2464 
2.82743 -2.19911 -47.4279 
2.82743 -1.88496 -38.8361 
2.82743 -1.5708 -29.3121 
2.82743 -1.25664 -19.788 
2.82743 -0.942478 -11.1962 
2.82743 -0.628319 -4.37773 
2.82743 -0.314159 0 
2.82743 0 1.50846 
2.82743 0.314159 0 
2.82743 0.628319 -4.37773 
2.82743 0.942478 -11.1962 
2.82743 1.25664 -19.788 
2.82743 1.5708 -29.3121 
2.82743 1.88496 -38.8361 
2.82743 2.19911 -47.4279 
2.82743 2.51327 -54.2464 
2.82743 2.82743 -58.6241 
2.82743 3.14159 -60.1326 
3.14159 -3.14159 -61.6411 
3.14159 -2.82743 -60.1326 
3.14159 -2.51327 -55.7549 
3.14159 -2.19911 -48.9364 
3.14159 -1.88496 -40.3446 
3.14159 -1.5708 -30.8205 
3.14159 -1.25664 -21.2965 
3.14159 -0.942478 -12.7047 
3.14159 -0.628319 -5.8862 
3.14159 -0.314159 -1.50846 
3.14159 0 0 
3.14159 0.314159 -1.50846 
3.14159 0.628319 -5.8862 
3.14159 0.942478 -12.7047 
3.14159 1.25664 -21.2965 
3.14159 1.5708 -30.8205 
3.14159 1.88496 -40.3446 
3.14159 2.19911 -48.9364 
